trial size orLarge phase dur orSmall task response rt
1 8 90 0.2 6 2.0 comp down 0.905542419518
2 8 90 0.2 6 -0.5 equ m 2.03456619585
3 8 180 0.2 6 0.0 comp left 1.28188827772
4 8 270 0.2 6 -1.5 equ n 1.17602949457
5 8 270 0.8 6 -1.0 equ n 0.929079582664
6 8 180 0.2 6 0.5 comp left 1.02313892978
7 8 180 0.8 6 0.0 equ n 1.92869246457
8 8 180 0.0 6 -0.5 equ n 1.4582757607
9 8 90 0.4 6 2.0 equ n 1.08195903217
10 8 270 0.2 6 0.5 equ m 1.1525241441
11 8 270 0.2 6 2.0 comp up 0.69382332007
12 8 0 0.6 6 -0.5 equ n 2.84601132301
13 8 270 0.0 6 2.0 comp up 0.882027103632
14 8 0 0.6 6 -1.0 equ n 1.21130016868
15 8 180 0.4 6 -1.0 equ n 1.08194101777
16 8 270 0.4 6 -0.5 comp down 1.32893807375
17 8 270 0.8 6 0.0 equ n 1.38747071222
18 8 0 0.0 6 -1.5 equ n 1.84635589644
19 8 270 0.8 6 0.0 comp down 1.42300278687
20 8 0 0.2 6 1.5 equ n 1.62288143876
21 8 270 0.4 6 0.5 equ m 1.18776415539
22 8 90 0.0 6 2.0 equ n 1.09372972182
23 8 180 0.4 6 1.0 comp left 0.705615473685
24 8 180 0.6 6 2.0 equ n 0.98776246894
25 8 0 0.2 6 -1.5 equ n 1.0113406436
26 8 90 0.4 6 -1.0 comp down 2.23448125984
27 8 270 0.0 6 -1.5 equ n 2.17565962431
28 8 270 0.0 6 -0.5 equ m 1.86983671666
29 8 180 0.4 6 -1.5 comp right 0.752664886435
30 8 90 0.4 6 -1.0 equ n 1.24634355466
31 8 180 0.0 6 2.0 equ n 0.858504505326
32 8 180 0.0 6 1.5 comp left 0.882000273666
33 8 270 0.0 6 0.0 equ m 1.15254905764
34 8 90 0.0 6 -2.0 comp up 0.858504888612
35 8 180 0.0 6 -1.5 equ n 0.999592184507
36 8 180 0.6 6 -2.0 comp right 0.623260124576
37 8 180 0.8 6 1.0 equ n 2.22264656157
38 8 270 0.4 6 2.0 equ n 0.929043553851
39 8 0 0.6 6 -2.0 comp left 1.7993478785
40 8 270 0.0 6 0.5 comp up 1.84636662843
41 8 0 0.0 6 1.0 equ m 1.19955439258
42 8 0 0.2 6 1.5 comp right 0.646794604724
43 8 180 0.0 6 2.0 comp left 0.787927128278
44 8 270 0.4 6 -1.0 comp down 0.846763711934
45 8 270 0.6 6 -2.0 comp down 0.717352434225
46 8 180 0.6 6 0.0 comp right 0.964325343241
47 8 90 0.6 6 2.0 comp down 0.799722348174
48 8 270 0.4 6 -1.5 comp down 0.729103576319
49 8 180 0.2 6 1.0 equ m 2.02276790967
50 8 90 0.4 6 1.0 comp down 0.776150306072
51 8 270 0.2 6 -1.0 equ n 1.68171112328
52 8 90 0.6 6 2.0 equ n 0.90556081721
53 8 90 0.0 6 0.5 comp down 1.25837986097
54 8 270 0.4 6 -1.5 equ n 0.987858673534
55 8 90 0.4 6 -0.5 equ n 1.96375693123
56 8 90 0.0 6 -0.5 equ n 1.90497707379
57 8 270 0.4 6 0.0 equ m 1.14076763601
58 8 270 0.4 6 0.0 comp up 0.799723881315
59 8 90 0.4 6 -2.0 comp up 0.858505271897
60 8 270 0.8 6 -1.5 comp down 0.705605124983
61 8 270 0.6 6 -2.0 equ n 1.23506500326
62 8 270 0.8 6 1.0 equ m 1.11720785903
63 8 90 0.8 6 -1.0 comp down 11.9719573189
64 8 0 0.8 6 0.0 comp right 0.987864039527
65 8 180 0.4 6 1.5 equ n 1.38768496866
66 8 180 0.6 6 1.0 comp left 0.858523669588
67 8 180 0.8 6 1.5 equ n 0.917307359882
68 8 90 0.0 6 -1.0 equ m 1.49372351259
69 8 0 0.6 6 -2.0 equ n 0.846782876195
70 8 0 0.2 6 2.0 comp right 0.693837501624
71 8 180 0.6 6 0.5 equ m 1.72878851585
72 8 180 0.2 6 -1.0 equ n 1.09372933853
73 8 0 0.0 6 -1.0 comp left 1.27010570624
74 8 90 0.8 6 1.0 equ n 2.26972433742
75 8 0 0.4 6 1.0 comp right 0.729168351525
76 8 90 0.2 6 0.5 equ m 1.24658425779
77 8 180 0.6 6 1.5 equ n 0.964341057937
78 8 270 0.0 6 -1.0 equ n 0.834985356587
79 8 90 0.2 6 1.0 comp down 0.70564805293
80 8 0 0.2 6 0.5 equ m 2.03452748404
