trial size orLarge phase dur orSmall task response rt
1 8 0 0.6 6 0.0 equ n 3.31636932151
2 8 270 0.2 6 1.5 comp up 0.870276075466
3 8 270 0.0 6 0.5 comp up 1.03486425814
4 8 180 0.6 6 -0.5 equ m 3.8808493415
5 8 270 0.2 6 0.0 equ n 2.85771969921
6 8 270 0.0 6 -0.5 equ n 1.59938413964
7 8 180 0.2 6 1.0 comp left 1.59934926082
8 8 180 0.2 6 0.5 equ n 2.41081887427
9 8 90 0.6 6 0.5 equ n 1.51708161606
10 8 270 0.2 6 1.0 comp up 1.61114136924
11 8 180 0.6 6 0.5 comp left 1.1995329304
12 8 90 0.4 6 2.0 equ n 1.66996507902
13 8 270 0.6 6 1.5 comp up 0.917331057139
14 8 90 0.0 6 -2.0 equ n 4.17484293989
15 8 0 0.4 6 -1.0 equ n 1.8698667284
16 8 90 0.0 6 0.5 equ m 1.68169087934
17 8 0 0.8 6 -0.5 comp right 4.10428806382
18 8 0 0.0 6 2.0 comp right 0.905511735574
19 8 180 0.2 6 -1.0 equ m 1.75225533751
20 8 0 0.0 6 -1.0 comp right 1.74051190614
21 8 180 0.4 6 2.0 equ n 3.55161471702
22 8 180 0.0 6 -2.0 equ n 1.39946064308
23 8 270 0.4 6 -1.0 equ n 2.38733431122
24 8 180 0.2 6 0.0 comp left 1.97572740552
25 8 0 0.6 6 -1.0 equ n 2.63428174347
26 8 90 0.8 6 -0.5 equ n 2.69308782219
27 8 0 0.2 6 0.5 equ m 3.31637047136
28 8 90 0.8 6 -0.5 comp up 1.57584515029
29 8 0 0.8 6 2.0 comp right 1.76425020304
30 8 270 0.6 6 -2.0 equ n 3.42221850011
31 8 90 0.6 6 2.0 comp down 1.86987094452
32 8 270 0.8 6 -1.0 comp up 1.44650527609
33 8 180 0.4 6 1.5 equ n 2.15212647751
34 8 0 0.8 6 0.0 comp right 1.34068867661
35 8 0 0.2 6 1.5 comp right 1.18778489962
36 8 270 0.8 6 1.5 comp up 1.08190390846
37 8 90 0.4 6 -0.5 equ n 3.0106165771
38 8 90 0.2 6 -1.5 equ n 1.29364327703
39 8 180 0.4 6 -1.5 equ n 2.25796032476
40 8 270 0.0 6 -1.5 comp down 1.22305927139
41 8 270 0.0 6 2.0 equ n 2.69311196907
42 8 0 0.4 6 -1.0 comp right 2.30497276194
43 8 0 0.2 6 -2.0 comp left 1.19953714652
44 8 90 0.8 6 -2.0 equ n 1.83435242099
45 8 180 0.4 6 -1.0 comp left 1.24658676222
46 8 270 0.0 6 0.0 comp up 1.11720319367
47 8 270 0.0 6 1.5 comp up 1.3406698957
48 8 0 0.6 6 -1.5 equ n 1.3994625595
49 8 0 0.8 6 -1.5 equ n 1.12891826205
50 8 270 0.8 6 1.5 equ n 1.14074793228
51 8 270 0.6 6 -1.0 equ n 1.99920851902
