trial size orLarge phase dur orSmall task response rt
1 8 90 0.0 6 1.5 equ n 1.56415869082
2 8 270 0.4 6 2.0 equ n 1.14073314034
3 8 0 0.2 6 -1.5 comp left 1.15246588474
4 8 270 0.8 6 -2.0 equ n 1.21129135312
5 8 0 0.0 6 -2.0 comp left 0.811437844741
6 8 180 0.4 6 1.5 equ n 1.7051892605
7 8 180 0.6 6 -0.5 equ n 1.37591351245
8 8 0 0.0 6 -1.0 comp left 0.834930163513
9 8 90 0.6 6 0.0 comp up 1.14072202506
10 8 270 0.6 6 -1.0 equ n 1.04665232924
11 8 180 0.2 6 1.5 equ n 0.964330709235
12 8 0 0.8 6 -1.0 comp left 0.952576117573
13 8 270 0.4 6 -0.5 comp down 0.799678270372
14 8 90 0.6 6 0.0 equ n 2.44611258697
15 8 180 0.8 6 1.5 comp left 0.952561169449
16 8 90 0.2 6 1.0 comp down 0.976109064581
17 8 180 0.6 6 -1.0 equ n 1.70521954003
18 8 270 0.6 6 1.5 comp up 0.975942718788
19 8 270 0.4 6 0.5 equ m 1.38769378422
20 8 90 0.2 6 0.0 equ m 1.43473936412
21 8 0 0.2 6 0.0 comp left 1.27009190797
22 8 180 0.8 6 0.0 equ m 3.36345827538
23 8 180 0.2 6 -0.5 comp right 0.999633962598
24 8 180 0.0 6 0.5 equ m 1.24659767277
25 8 180 0.4 6 1.0 equ n 1.17599499889
26 8 90 0.2 6 -1.0 comp up 0.823401326857
27 8 0 0.8 6 -1.5 comp left 0.670355531553
28 8 180 0.4 6 -1.0 comp right 0.787927128278
29 8 0 0.0 6 1.0 equ n 1.3288978288
30 8 90 0.8 6 1.5 equ n 1.18776300554
31 8 270 0.2 6 -1.0 equ n 0.929168888124
32 8 270 0.8 6 -1.0 comp down 0.834972324889
33 8 270 0.2 6 1.5 equ n 1.07018335982
34 8 270 0.4 6 1.5 comp up 0.929040870855
35 8 180 0.6 6 1.5 comp right 2.05805813134
36 8 270 0.4 6 -2.0 equ n 1.71702165907
37 8 180 0.6 6 -1.0 comp right 0.82322808193
38 8 180 0.0 6 2.0 equ n 1.04662396614
39 8 270 0.4 6 -1.5 equ n 1.16427988561
40 8 0 0.8 6 0.0 comp left 1.24657007623
41 8 180 0.8 6 -1.5 equ n 1.25834613187
42 8 270 0.2 6 -1.5 equ n 0.834955460339
43 8 90 0.4 6 1.5 comp down 0.823243796624
44 8 90 0.6 6 1.0 equ n 1.09370135871
45 8 180 0.2 6 -2.0 equ n 1.08191572094
46 8 270 0.0 6 -1.5 comp down 0.764477737452
47 8 90 0.8 6 -2.0 equ n 1.43477156008
48 8 270 0.0 6 0.0 equ m 1.48175964719
49 8 180 0.6 6 1.0 equ n 1.83465189843
50 8 180 0.2 6 -1.5 comp right 0.670306854328
51 8 90 0.8 6 -1.5 equ n 1.09368986015
52 8 180 0.8 6 -1.5 comp right 0.717394595601
53 8 180 0.6 6 -2.0 comp right 0.693851299893
54 8 90 0.0 6 1.5 comp down 0.834991872436
55 8 0 0.8 6 1.0 equ n 1.4465246186
56 8 0 0.2 6 -2.0 equ n 0.999614415051
57 8 90 0.2 6 -1.5 comp up 1.07020597365
58 8 180 0.0 6 2.0 comp left 0.740864300545
59 8 90 0.2 6 -1.5 equ n 1.59939601912
60 8 180 0.6 6 2.0 equ n 3.82210007348
61 8 90 0.6 6 -1.0 comp up 0.85849377334
62 8 90 0.4 6 1.5 equ n 0.987873621658
63 8 270 0.6 6 0.0 equ m 1.41127195889
64 8 180 0.8 6 1.0 equ n 6.20940099033
65 8 0 0.0 6 -1.0 equ n 0.98784372541
66 8 90 0.4 6 2.0 equ n 1.52879219539
67 8 180 0.4 6 -0.5 equ n 1.58760731508
68 8 270 0.2 6 2.0 equ n 1.01134370989
69 8 0 0.8 6 1.5 comp right 0.823230764926
70 8 0 0.2 6 -1.0 equ n 1.32888939653
71 8 0 0.8 6 -0.5 equ n 0.976142793682
72 8 90 0.4 6 -2.0 equ n 1.91676577784
73 8 270 0.8 6 1.5 equ n 0.9290734501
74 8 270 0.4 6 -1.0 equ n 1.36414895538
75 8 270 0.4 6 -0.5 equ n 0.976102548732
76 8 90 0.0 6 -1.0 equ n 1.55232399254
77 8 90 0.2 6 0.5 equ m 1.62287338977
78 8 90 0.6 6 -1.0 equ n 0.858473842507
79 8 90 0.2 6 -1.0 equ n 0.987842192269
80 8 180 0.8 6 -0.5 comp right 0.999603683064
81 8 0 0.0 6 2.0 equ n 1.21132239923
82 8 0 0.2 6 -0.5 comp left 0.834945494923
83 8 90 0.0 6 1.0 comp down 0.846672490047
84 8 180 0.2 6 -1.5 equ n 1.55235503865
85 8 0 0.8 6 0.5 comp right 0.834979990594
86 8 90 0.0 6 -1.0 comp up 1.27008500883
87 8 0 0.4 6 -0.5 comp right 0.917298544321
88 8 180 0.8 6 2.0 equ n 1.11720172647
89 8 180 0.4 6 -0.5 comp right 0.976114813859
90 8 0 0.0 6 -0.5 equ n 4.04552623722
91 8 90 0.4 6 -1.5 equ n 0.917294328183
92 8 90 0.6 6 0.5 comp down 1.30539401147
93 8 90 0.4 6 0.0 equ m 1.90497515737
94 8 90 0.0 6 0.5 comp down 0.905550851794
95 8 0 0.4 6 2.0 comp right 0.846769461212
96 8 90 0.2 6 2.0 equ n 1.62291976728
97 8 90 0.6 6 1.0 comp down 0.952574967718
98 8 270 0.2 6 -1.5 comp down 1.30541355902
99 8 180 0.2 6 -2.0 comp right 0.82325376204
100 8 0 0.4 6 1.5 equ n 1.84655788776
101 8 0 0.0 6 0.5 equ m 1.62292666642
102 8 180 0.4 6 1.5 comp left 0.882017521501
103 8 270 0.4 6 1.0 equ n 1.07015231372
104 8 0 0.6 6 2.0 comp right 0.740906078635
105 8 90 0.4 6 0.5 comp up 1.02315732747
106 8 90 0.4 6 -0.5 equ m 1.65820270653
107 8 90 0.0 6 0.5 equ m 2.34027028508
108 8 180 0.8 6 -1.0 comp right 0.729164518672
109 8 180 0.2 6 1.0 comp left 2.18736208918
110 8 0 0.6 6 -1.5 equ n 1.5641149963
111 8 180 0.6 6 1.5 equ n 0.905521338831
112 8 90 0.2 6 2.0 comp down 0.952595665121
113 8 270 0.4 6 0.0 comp down 0.811432095463
114 8 180 0.6 6 2.0 comp left 0.776176369469
115 8 0 0.6 6 1.0 comp right 0.740878098813
116 8 180 0.4 6 0.5 equ n 1.83457869095
117 8 180 0.0 6 -1.0 comp right 0.752652238022
118 8 0 0.2 6 1.5 equ n 1.14076610287
119 8 0 0.0 6 2.0 comp right 0.987894319061
120 8 180 0.6 6 1.0 comp left 0.917320774865
121 8 0 0.0 6 -1.5 equ n 1.19954174417
122 8 0 0.0 6 0.0 equ n 2.82247454315
123 8 0 0.2 6 0.5 equ m 1.54058664872
124 8 180 0.0 6 -2.0 equ n 1.15248006629
125 8 180 0.6 6 0.5 comp left 1.09371285726
126 8 0 0.4 6 2.0 equ n 1.2583737284
127 8 180 0.0 6 -0.5 equ n 2.8694771951
128 8 0 0.8 6 1.5 equ m 1.4935571668
129 8 180 0.8 6 0.5 equ m 1.37593804271
130 8 270 0.0 6 0.5 comp down 1.481798359
131 8 0 0.6 6 1.5 equ n 1.31710260891
132 8 180 0.4 6 2.0 equ n 1.434724416
133 8 90 0.4 6 -1.0 comp up 1.14074272247
134 8 270 0.6 6 -0.5 comp down 0.846695487161
135 8 180 0.0 6 0.0 equ n 6.99742853934
136 8 0 0.0 6 1.5 equ n 1.81108177276
137 8 0 0.8 6 -2.0 equ n 0.964348723641
138 8 270 0.8 6 -1.5 comp down 0.976119796568
