trial size orLarge phase dur orSmall task response rt
1 8 90 0.0 6 2.0 equ n 1.05848089496
2 8 270 0.4 6 -2.0 comp down 0.740914510911
3 8 270 0.2 6 1.0 equ n 1.15249578099
4 8 90 0.8 6 1.5 comp down 1.04667302665
5 8 90 0.2 6 0.0 comp down 0.976270044381
6 8 270 0.6 6 1.5 equ n 0.987882053934
7 8 180 0.8 6 1.0 comp left 0.952566535443
8 8 90 0.8 6 -1.0 equ m 0.834999154856
9 8 0 0.0 6 -0.5 comp right 1.01135827473
10 8 270 0.0 6 -1.0 equ m 1.62290711887
11 8 0 0.6 6 0.0 equ n 1.1054731982
12 8 90 0.2 6 -0.5 comp up 2.25798316075
13 8 0 0.4 6 1.0 equ n 0.85847844193
14 8 0 0.0 6 0.0 equ n 0.823188986835
15 8 270 0.4 6 0.5 comp up 3.98668467085
16 8 0 0.2 6 -1.5 comp left 0.705619689823
17 8 0 0.2 6 -0.5 comp right 4.56292834521
18 8 180 0.8 6 -1.5 comp right 0.62332413321
19 8 0 0.4 6 -1.0 comp left 1.02307492115
20 8 90 0.4 6 -0.5 equ m 2.269722421
21 8 0 0.6 6 0.5 equ n 0.787927511563
22 8 0 0.6 6 1.5 comp right 0.658573343355
23 8 270 0.8 6 1.0 equ n 3.24585869883
24 8 0 0.6 6 0.0 comp right 0.717373898199
25 8 0 0.6 6 2.0 comp right 0.740880398525
26 8 180 0.4 6 1.5 comp left 0.799730397164
27 8 90 0.2 6 -1.0 comp up 0.858492623484
28 8 180 0.8 6 -0.5 equ n 0.952519391358
29 8 270 0.0 6 0.5 equ n 2.91654117269
30 8 90 0.4 6 2.0 equ n 0.846715034708
31 8 0 0.0 6 2.0 comp right 1.29361143999
32 8 90 0.6 6 1.0 comp down 1.0466274157
33 8 180 0.0 6 0.0 equ n 0.882019437928
34 8 270 0.6 6 0.5 comp up 1.09370174199
35 8 180 0.8 6 1.5 equ n 3.98674599649
36 8 180 0.4 6 0.5 equ n 0.917273247495
37 8 270 0.0 6 -2.0 equ n 1.39944415975
38 8 270 0.8 6 -2.0 comp down 2.05801865296
39 8 270 0.0 6 1.5 equ n 1.09367951145
40 8 90 0.2 6 1.5 comp down 0.846794758038
41 8 90 0.6 6 -1.0 equ m 1.03456159643
42 8 270 0.6 6 -2.0 comp down 1.08196861431
43 8 90 0.0 6 -1.0 comp up 1.54056786774
44 8 270 0.0 6 -0.5 equ m 1.17600228131
45 8 0 0.8 6 1.5 equ n 0.787948208966
46 8 270 0.2 6 -0.5 comp up 0.940816926489
47 8 270 0.4 6 -1.5 comp down 0.670340200144
48 8 90 0.8 6 0.0 comp down 1.35240586227
49 8 270 0.6 6 -1.0 comp down 1.51710352879
50 8 90 0.0 6 -1.5 comp up 1.24658310793
51 8 180 0.4 6 -2.0 comp right 0.740882698236
52 8 90 0.4 6 0.5 equ n 0.870281710817
53 8 0 0.0 6 -0.5 equ n 2.64605716393
54 8 0 0.0 6 -1.0 equ m 0.729130789571
55 8 90 0.4 6 2.0 comp down 1.86988539388
56 8 180 0.2 6 1.5 equ n 0.893697755827
57 8 270 0.4 6 2.0 comp up 1.42298477246
58 8 0 0.0 6 0.0 comp right 0.717370448632
59 8 180 0.6 6 -1.0 equ n 0.952573051292
60 8 180 0.2 6 -1.5 equ m 0.729160302535
61 8 180 0.4 6 0.0 comp left 0.870256797276
62 8 0 0.2 6 -2.0 equ n 2.86947144582
63 8 180 0.4 6 0.0 equ m 1.41124819521
64 8 270 0.4 6 2.0 equ n 1.43474204712
65 8 90 0.8 6 -2.0 equ n 1.21130630125
66 8 0 0.4 6 0.0 equ n 1.21120013124
67 8 90 0.8 6 0.5 comp down 1.59941671653
68 8 0 0.0 6 2.0 equ n 1.90514341959
69 8 90 0.6 6 -2.0 equ n 1.76401511217
70 8 180 0.0 6 0.5 equ n 0.846718484276
71 8 270 0.0 6 -0.5 comp down 0.811478472976
72 8 90 0.4 6 1.5 comp down 0.97610753144
73 8 90 0.4 6 -2.0 comp up 0.670342883141
74 8 180 0.6 6 0.5 equ n 2.1756028981
75 8 90 0.8 6 -1.5 equ m 1.19953139547
76 8 180 0.8 6 2.0 comp left 0.882057766451
77 8 90 0.0 6 0.0 equ n 1.78755764131
