trial size orLarge phase dur orSmall task response rt
1 8 0 0.4 6 1.5 comp right 1.04667627183
2 8 90 0.8 6 -1.0 comp down 1.34064452726
3 8 90 0.2 6 -1.0 equ m 1.03487104127
4 8 180 0.8 6 -0.5 equ n 0.846730161942
5 8 180 0.4 6 -1.5 comp right 0.917313942093
6 8 270 0.2 6 0.5 equ n 1.59939065079
7 8 270 0.4 6 -2.0 comp down 1.10543565709
8 8 270 0.0 6 0.0 equ n 0.705580999405
9 8 270 0.6 6 1.0 equ m 0.729130901225
10 8 270 0.6 6 -1.0 comp down 0.776149448086
11 8 270 0.8 6 1.5 comp up 0.717330270105
12 8 180 0.8 6 0.0 comp left 0.893758674258
13 8 180 0.8 6 1.5 equ n 0.635020983031
14 8 0 0.0 6 1.0 equ n 0.635046663241
15 8 0 0.8 6 -0.5 comp right 1.02316163239
16 8 270 0.0 6 1.5 equ n 1.11724395394
17 8 90 0.2 6 -2.0 equ n 1.08193519925
18 8 270 0.2 6 -1.5 equ n 1.14073597947
19 8 0 0.0 6 1.5 equ n 0.646790567927
20 8 90 0.6 6 1.0 equ n 1.1172163573
21 8 0 0.0 6 -0.5 equ m 1.04664867519
22 8 90 0.0 6 2.0 equ n 0.576281528685
23 8 90 0.8 6 0.0 comp down 0.976097857694
24 8 90 0.8 6 -2.0 equ n 0.717391595979
25 8 90 0.2 6 2.0 comp down 1.11720524198
26 8 90 0.8 6 2.0 equ n 0.54098388931
27 8 0 0.2 6 1.5 equ n 0.599770487919
28 8 90 0.8 6 -1.0 equ m 1.31711532292
29 8 0 0.4 6 -0.5 comp left 0.917331189994
30 8 270 0.0 6 2.0 equ n 0.705611279056
31 8 270 0.8 6 1.0 comp up 1.98748300603
32 8 180 0.2 6 1.0 equ n 1.39948861888
33 8 0 0.2 6 0.0 equ n 1.92843692232
34 8 0 0.8 6 -1.5 equ n 0.693860858493
35 8 90 0.2 6 -0.5 equ n 1.03491320281
36 8 270 0.0 6 -1.5 comp down 0.917294011182
37 8 90 0.2 6 -1.5 equ n 1.08194708114
38 8 0 0.2 6 1.0 equ n 0.964371200909
39 8 90 0.2 6 1.0 comp down 0.82307562285
40 8 90 0.0 6 0.5 equ n 0.846709847747
41 8 180 0.4 6 -2.0 comp right 0.717378180945
42 8 0 0.2 6 0.0 comp right 0.670309806812
43 8 180 0.0 6 -0.5 comp right 0.85846371789
44 8 90 0.4 6 -1.5 comp up 1.84634879167
45 8 180 0.8 6 -1.5 comp right 0.823241585995
46 8 180 0.0 6 0.5 equ n 0.905538224608
47 8 0 0.2 6 -2.0 comp left 0.70560361332
48 8 270 0.4 6 -1.0 equ n 0.940790252866
49 8 0 0.8 6 -1.0 equ m 1.1525247287
50 8 0 0.0 6 0.0 comp right 0.693841310871
51 8 270 0.2 6 0.0 comp down 1.05844317372
52 8 270 0.4 6 0.0 equ n 2.1168357536
53 8 0 0.2 6 -2.0 equ n 2.15212266095
54 8 270 0.0 6 -1.5 equ n 1.9521983984
55 8 0 0.4 6 1.0 comp right 0.693828279123
56 8 270 0.4 6 0.0 comp down 1.76404142103
57 8 270 0.2 6 2.0 comp up 1.02314131819
58 8 270 0.2 6 0.5 comp up 0.881990622507
59 8 270 0.8 6 -1.5 comp down 0.91728634545
60 8 0 0.8 6 0.5 equ n 1.15247988415
61 8 0 0.8 6 1.5 equ n 0.776185860323
62 8 0 0.4 6 -0.5 equ n 0.599775853934
63 8 0 0.2 6 -0.5 equ m 2.1403488599
64 8 180 0.0 6 -1.0 comp right 0.952558687903
65 8 180 0.8 6 1.5 comp left 0.599752090158
66 8 0 0.2 6 -1.5 comp left 0.705610895768
67 8 270 0.6 6 1.5 equ n 1.01141082854
