trial size orLarge phase dur orSmall task response rt
1 8 0 0.6 6 -1.5 comp left 0.882002504395
2 8 90 0.4 6 2.0 equ n 1.48177375889
3 8 90 0.8 6 1.5 comp down 0.846726329075
4 8 270 0.6 6 1.5 comp up 0.7291374171
5 8 0 0.6 6 -2.0 equ n 1.17602940269
6 8 90 0.0 6 1.5 equ n 1.59939448366
7 8 180 0.8 6 0.5 comp left 0.893775155586
8 8 0 0.4 6 -1.5 comp left 2.14037990612
9 8 90 0.0 6 1.5 comp down 0.882030484325
10 8 0 0.2 6 1.0 equ n 2.99886738778
11 8 270 0.0 6 0.5 comp up 0.870228703345
12 8 180 0.2 6 0.0 equ n 0.834951378165
13 8 180 0.2 6 0.0 comp right 1.65819603045
14 8 180 0.4 6 -2.0 equ n 1.23482520018
15 8 270 0.6 6 -1.0 comp down 0.90552174328
16 8 90 0.6 6 2.0 comp down 0.905514844119
17 8 90 0.6 6 -1.0 comp up 0.846764657746
18 8 90 0.4 6 1.0 equ n 1.15246761898
19 8 90 0.4 6 -1.5 comp up 0.787912133822
20 8 0 0.4 6 0.0 comp left 3.26938079649
21 8 0 0.6 6 2.0 equ n 1.15246071982
22 8 180 0.8 6 -1.5 equ n 0.999723650285
23 8 180 0.4 6 0.0 comp left 2.10507843388
24 8 0 0.6 6 -0.5 equ n 0.929098858457
25 8 90 0.2 6 2.0 equ n 1.29361601494
26 8 0 0.2 6 0.0 equ n 1.14074556164
27 8 180 0.2 6 2.0 comp left 0.952553321888
28 8 90 0.8 6 0.0 comp down 0.834993539703
29 8 0 0.0 6 1.0 comp right 0.929077011115
30 8 180 0.6 6 1.0 comp left 0.858500896699
31 8 270 0.2 6 -2.0 comp down 0.846720196488
32 8 270 0.2 6 0.0 equ n 1.10544830555
33 8 270 0.0 6 -2.0 equ n 0.905547423489
34 8 180 0.2 6 0.5 comp left 0.776171678715
35 8 90 0.2 6 0.5 equ n 1.28187134368
36 8 90 0.8 6 2.0 comp down 0.929023734263
37 8 0 0.2 6 -0.5 equ n 1.3759689967
38 8 270 0.4 6 0.0 equ n 1.82281997062
39 8 270 0.6 6 -0.5 equ m 1.14075706024
40 8 90 0.8 6 -1.0 comp up 1.18776640822
41 8 90 0.0 6 -2.0 comp up 0.964379249931
42 8 90 0.2 6 1.5 equ n 0.870288496071
43 8 0 0.4 6 1.5 equ n 1.27014162061
44 8 90 0.2 6 0.0 comp down 1.34046016635
45 8 180 0.8 6 2.0 equ n 0.893778988453
46 8 0 0.6 6 1.5 comp right 0.96436890119
47 8 0 0.0 6 2.0 comp right 0.693833645137
48 8 180 0.0 6 1.5 comp left 0.752649756824
49 8 0 0.8 6 -1.5 equ n 1.08192293408
50 8 270 0.6 6 -2.0 comp down 1.85813792419
51 8 270 0.2 6 2.0 comp up 0.776182027456
52 8 180 0.0 6 -1.5 equ m 1.85814865622
53 8 90 0.0 6 0.5 comp down 0.834976291801
54 8 270 0.2 6 0.5 equ n 1.32887494236
55 8 0 0.4 6 -1.5 equ n 1.01135410211
