trial size orLarge phase dur orSmall task response rt
1 8 90 0.4 6 1.5 comp down 0.787914863151
2 8 90 0.0 6 -2.0 comp up 0.693833285488
3 8 180 0.2 6 1.5 equ n 1.71702242564
4 8 90 0.6 6 0.0 equ n 1.69344540083
5 8 180 0.4 6 -2.0 equ n 0.893748349477
6 8 180 0.6 6 1.5 comp left 0.740896496503
7 8 270 0.4 6 1.5 equ n 1.70520382534
8 8 0 0.2 6 -1.0 equ n 0.96433109252
9 8 180 0.6 6 -1.5 equ n 3.8808829972
10 8 270 0.4 6 -1.5 equ n 1.49357211492
11 8 180 0.0 6 1.5 equ n 0.858503738755
12 8 270 0.8 6 -1.5 equ n 0.811475023409
13 8 0 0.6 6 0.5 comp right 0.893758698179
14 8 0 0.8 6 2.0 equ n 1.30538864548
15 8 90 0.6 6 1.0 comp down 1.09368832701
16 8 90 0.8 6 -0.5 comp up 0.952799189583
17 8 0 0.0 6 -2.0 equ n 0.79970816662
18 8 180 0.2 6 -2.0 equ n 0.917294328185
19 8 90 0.0 6 1.0 equ m 2.04649288259
20 8 180 0.6 6 -1.0 comp right 0.623295770101
21 8 0 0.2 6 1.0 equ n 1.09367759502
22 8 270 0.0 6 -1.0 equ n 0.764350486752
23 8 90 0.4 6 -2.0 comp up 0.705649969355
24 8 0 0.4 6 -2.0 equ n 0.823239963773
25 8 90 0.2 6 -2.0 equ n 0.964341824507
26 8 0 0.4 6 2.0 comp right 0.682066811982
27 8 90 0.2 6 0.5 equ m 2.89303045623
28 8 270 0.4 6 1.0 equ n 1.23486186208
29 8 270 0.0 6 -0.5 equ m 1.45826311228
30 8 270 0.4 6 -0.5 comp down 0.999642394872
31 8 180 0.0 6 -1.0 comp right 0.670305321186
32 8 180 0.2 6 1.0 comp left 0.740754297682
33 8 0 0.8 6 -2.0 comp left 0.682046497865
34 8 180 0.8 6 0.0 comp right 0.729133089284
35 8 180 0.0 6 -0.5 comp right 0.670322569023
36 8 0 0.2 6 0.5 comp right 0.858522519733
37 8 90 0.0 6 -1.5 equ n 1.10549351232
38 8 270 0.0 6 -1.5 comp down 0.764420627951
39 8 180 0.8 6 -1.5 equ n 1.10549696189
40 8 270 0.8 6 1.5 comp up 0.787924445282
